user_id,transaction_date,region,product_category,sale_amount,price,status,city,age,subscription,email,username,raw_timestamp,store_id
U1089,2024-03-18,West,Toys,116.56,1741.62,Active,Mumbai,55,Free,u1089@outlook.com,user_1089,2024-03-18 03:39:07,S002
U1411,2025-04-03,South,Clothing,1020.14,1316.89,Active,Lucknow,43,Standard,u1411@gmail.com,user_1411,2025-04-03 02:46:40,S022
U1533,2024-10-31,West,Toys,3695.28,1827.62,,Delhi,47,Free,,user_1533,2024-10-31 16:49:00,S016
U1396,2024-11-10,East,Furniture,4239.39,159.15,Inactive,Mumbai,45,Premium,u1396@outlook.com,user_1396,2024-11-10 15:14:35,S016
U1066,2024-09-13,East,Clothing,2432.84,1266.3,Active,Bangalore,50,Premium,u1066@gmail.com,,2024-09-13 21:25:40,S017
U1590,2024-02-15,West,Office Supplies,3564.01,413.37,Pending,Mumbai,32,Basic,u1590@company.com,user_1590,2024-02-15 20:02:55,S019
U1211,2024-03-01,West,Furniture,4723.07,,Inactive,Bangalore,16,Premium,u1211@company.com,user_1211,2024-03-01 12:09:34,S008
U1138,2025-02-03,North,Groceries,2200.23,1346.48,Pending,Pune,28,Free,u1138@yahoo.com,user_1138,2025-02-03 17:22:57,S021
U1201,2025-04-13,West,Office Supplies,3369.97,1932.17,Pending,Bangalore,54,Free,u1201@outlook.com,user_1201,2025-04-13 14:39:11,S022
U1283,2024-01-30,South,Furniture,2320.06,,Pending,Mumbai,15,Free,u1283@outlook.com,user_1283,2024-01-30 10:06:02,S024
U1685,2024-11-24,East,Toys,2998.99,918.42,Pending,Hyderabad,62,Free,u1685@company.com,user_1685,2024-11-24 16:32:49,S005
U1154,2025-02-25,North,Clothing,1266.21,1527.61,,Delhi,63,Premium,u1154@gmail.com,user_1154,2025-02-25 00:58:55,S002
U1680,2024-03-03,East,Electronics,2459.05,464.26,Active,Kolkata,43,Standard,u1680@outlook.com,user_1680,2024-03-03 10:45:29,S022
U1130,2025-03-13,West,Office Supplies,493.38,,Pending,Lucknow,60,Standard,,user_1130,2025-03-13 13:48:20,S008
U1129,2025-02-21,East,Toys,1697.51,,,Bangalore,49,Standard,u1129@yahoo.com,user_1129,2025-02-21 04:31:26,S007
U1250,2025-03-30,East,Furniture,4865.39,231.2,Pending,Hyderabad,25,Basic,u1250@gmail.com,,2025-03-30 01:43:43,S014
U1256,2024-07-20,North,Furniture,3143.86,195.92,Inactive,Bangalore,52,Basic,u1256@outlook.com,user_1256,2024-07-20 18:02:52,S001
U1263,2024-01-17,North,Groceries,3605.68,705.96,Active,Bangalore,22,Premium,u1263@outlook.com,user_1263,2024-01-17 21:26:04,S021
U1349,2024-07-10,East,Furniture,437.19,526.04,Active,Delhi,16,Premium,u1349@gmail.com,user_1349,2024-07-10 15:29:44,S013
U1302,2025-01-08,East,Electronics,1663.63,1131.43,,Delhi,46,Premium,u1302@yahoo.com,user_1302,2025-01-08 18:51:35,S008
U1407,2025-04-12,West,Groceries,2973.63,544.35,,Bangalore,49,Standard,u1407@gmail.com,user_1407,2025-04-12 04:57:58,S002
U1113,2024-06-10,East,Groceries,3582.14,1301.87,Inactive,Hyderabad,58,Free,u1113@outlook.com,user_1113,2024-06-10 23:08:16,S006
U1781,2025-05-15,South,Clothing,882.76,346.84,,Mumbai,49,Premium,u1781@gmail.com,user_1781,2025-05-15 21:03:48,S001
U1650,2025-01-01,West,Groceries,2018.69,1651.45,,Delhi,33,Standard,u1650@yahoo.com,user_1650,2025-01-01 15:50:21,S022
U1148,2024-09-03,West,Electronics,1327.58,518.12,Pending,Bangalore,41,Free,u1148@outlook.com,user_1148,2024-09-03 23:30:45,S009
U1038,2024-11-24,South,Office Supplies,2031.15,1499.24,Active,Bangalore,42,Basic,u1038@yahoo.com,user_1038,2024-11-24 22:22:00,S001
U1648,2024-01-02,West,Clothing,4472.5,75.1,,Kolkata,59,Basic,u1648@gmail.com,user_1648,2024-01-02 10:47:59,S002
U1486,2025-03-26,North,Furniture,3731.48,301.59,Pending,Hyderabad,31,Basic,,user_1486,2025-03-26 09:09:37,S001
U1128,2024-06-04,West,Toys,4062.23,1279.69,Inactive,Chennai,39,Free,u1128@gmail.com,user_1128,2024-06-04 20:17:31,S019
U1050,2025-01-28,West,Toys,1039.65,1155.31,Pending,Delhi,44,Standard,u1050@outlook.com,user_1050,2025-01-28 21:28:39,S009
U1566,2024-03-03,West,Groceries,936.75,512.8,Active,Kolkata,15,Basic,u1566@gmail.com,user_1566,2024-03-03 09:42:52,S018
U1277,2024-12-11,East,Electronics,2511.75,1661.26,Pending,Mumbai,46,Free,u1277@yahoo.com,user_1277,2024-12-11 21:03:22,S004
U1508,2024-07-18,North,Electronics,2633.25,321.96,Pending,Mumbai,64,Standard,u1508@gmail.com,,2024-07-18 04:15:02,S005
U1370,2024-08-27,West,Office Supplies,588.69,1011.2,,Mumbai,28,Standard,u1370@yahoo.com,user_1370,2024-08-27 05:08:13,S023
U1112,2024-04-11,West,Groceries,2083.07,223.44,Inactive,Surat,42,Basic,u1112@outlook.com,user_1112,2024-04-11 00:54:21,S024
U1369,2024-11-06,North,Office Supplies,2310.26,1418.76,Inactive,Kolkata,34,Standard,u1369@outlook.com,user_1369,2024-11-06 17:47:11,S020
U1809,2024-12-17,East,Clothing,388.0,958.04,Active,Ahmedabad,37,Basic,,user_1809,2024-12-17 06:04:35,S015
U1590,2025-02-05,North,Groceries,837.31,195.58,Active,Delhi,55,Basic,,user_1590,2025-02-05 02:36:24,S001
U1299,2025-02-27,East,Toys,81.51,1035.47,Inactive,Lucknow,33,Basic,u1299@gmail.com,user_1299,2025-02-27 05:45:34,S004
U1033,2024-07-13,East,Toys,1124.81,493.56,Active,Mumbai,15,Basic,u1033@company.com,user_1033,2024-07-13 20:04:35,S018
U1530,2024-09-25,South,Electronics,2151.83,1070.59,Inactive,Mumbai,19,Standard,u1530@company.com,user_1530,2024-09-25 00:13:42,S005
U1175,2024-02-24,East,Groceries,3393.91,1912.65,Pending,Bangalore,22,Premium,u1175@yahoo.com,user_1175,2024-02-24 21:37:12,S010
U1887,2024-02-24,West,Groceries,733.61,958.78,Active,Mumbai,50,Basic,u1887@yahoo.com,user_1887,2024-02-24 07:08:42,S005
U1816,2025-06-13,South,Electronics,80.29,1078.33,Active,Bangalore,48,Free,u1816@company.com,user_1816,2025-06-13 04:12:55,S003
U1833,2025-05-18,West,Clothing,1772.41,1343.57,Inactive,Delhi,59,Free,u1833@company.com,user_1833,2025-05-18 17:02:29,S003
U1007,2024-04-07,North,Electronics,3625.72,997.74,,Chennai,16,Basic,u1007@yahoo.com,,2024-04-07 17:09:35,S024
U1137,2024-11-03,South,Office Supplies,1383.63,1294.65,Inactive,Delhi,41,Free,u1137@outlook.com,user_1137,2024-11-03 16:50:10,S003
U1241,2024-07-06,South,Electronics,3387.65,71.88,,Mumbai,35,Free,u1241@gmail.com,user_1241,2024-07-06 01:47:29,S021
U1075,2024-12-13,East,Groceries,1397.88,976.98,,Indore,23,Free,u1075@outlook.com,user_1075,2024-12-13 18:24:59,S001
U1393,2024-04-25,South,Furniture,4954.3,1913.37,Pending,Delhi,54,Standard,u1393@gmail.com,user_1393,2024-04-25 19:09:11,S014
U1382,2024-02-07,North,Office Supplies,648.03,1627.83,Inactive,Hyderabad,51,Free,u1382@gmail.com,user_1382,2024-02-07 21:31:04,S016
U1056,2025-05-07,North,Office Supplies,3687.98,1611.97,Inactive,Mumbai,38,Free,u1056@yahoo.com,user_1056,2025-05-07 06:25:34,S023
U1778,2024-02-07,South,Clothing,3317.66,1776.01,Pending,Indore,21,Basic,u1778@outlook.com,user_1778,2024-02-07 10:33:51,S024
U1586,2024-11-29,East,Clothing,908.65,189.36,,Chennai,29,Premium,u1586@yahoo.com,user_1586,2024-11-29 03:00:41,S020
U1074,2024-03-02,East,Clothing,2107.33,686.98,Inactive,Delhi,60,Standard,u1074@outlook.com,user_1074,2024-03-02 04:48:23,S017
U1068,2024-04-13,North,Furniture,2693.07,1111.34,Pending,Kolkata,24,Basic,u1068@gmail.com,user_1068,2024-04-13 05:49:17,S017
U1819,2024-04-14,North,Groceries,4533.43,1831.59,Active,Chennai,38,Free,u1819@gmail.com,user_1819,2024-04-14 21:23:15,S021
U1019,2024-11-04,East,Toys,2281.27,1013.83,,Pune,49,Premium,,user_1019,2024-11-04 20:20:45,S023
U1855,2024-09-05,East,Toys,436.18,129.93,Active,Chennai,44,Free,u1855@gmail.com,user_1855,2024-09-05 18:48:33,S017
U1194,2024-09-18,North,Toys,2718.64,849.74,,Chennai,49,Standard,u1194@yahoo.com,user_1194,2024-09-18 18:41:37,S025
U1727,2024-05-13,West,Office Supplies,2884.8,1217.94,Inactive,Bangalore,29,Basic,u1727@outlook.com,user_1727,2024-05-13 01:58:13,S007
U1086,2024-10-11,South,Furniture,3503.42,1763.07,Active,Mumbai,36,Free,u1086@company.com,user_1086,2024-10-11 00:31:28,S007
U1525,2024-09-21,South,Office Supplies,4834.06,18.5,Inactive,Kolkata,52,Basic,u1525@gmail.com,user_1525,2024-09-21 19:27:11,S023
U1634,2024-03-12,East,Office Supplies,2455.01,1322.25,Inactive,Bangalore,38,Standard,u1634@yahoo.com,,2024-03-12 07:50:14,S023
U1447,2024-05-01,East,Groceries,4256.04,735.71,Inactive,Mumbai,18,Premium,u1447@outlook.com,user_1447,2024-05-01 12:04:00,S016
U1009,2024-11-17,East,Toys,3298.38,905.96,,Bangalore,44,Free,u1009@outlook.com,user_1009,2024-11-17 13:54:04,S019
U1529,2024-02-15,West,Office Supplies,4589.98,1533.52,Inactive,Mumbai,39,Basic,u1529@company.com,user_1529,2024-02-15 16:17:21,S010
U1721,2024-01-29,East,Groceries,1335.38,958.95,,Kolkata,23,Free,u1721@yahoo.com,user_1721,2024-01-29 05:11:41,S005
U1079,2024-08-09,West,Electronics,3639.6,387.03,Inactive,Bangalore,26,Free,u1079@outlook.com,user_1079,2024-08-09 22:42:27,S004
U1066,2024-07-16,South,Electronics,1633.6,277.13,Pending,Indore,58,Premium,u1066@yahoo.com,user_1066,2024-07-16 02:42:57,S025
U1383,2025-01-24,West,Clothing,1924.03,83.25,Active,Bangalore,62,Basic,u1383@yahoo.com,,2025-01-24 22:04:03,S022
U1120,2024-06-13,East,Furniture,1184.1,535.44,Active,Lucknow,43,Premium,u1120@yahoo.com,user_1120,2024-06-13 09:46:56,S024
U1378,2024-04-18,North,Clothing,2284.52,1834.86,Inactive,Delhi,64,Standard,u1378@yahoo.com,user_1378,2024-04-18 23:05:29,S005
U1797,2025-06-21,West,Electronics,4561.98,62.87,Active,Bangalore,36,Free,u1797@yahoo.com,user_1797,2025-06-21 16:59:00,S008
U1202,2024-04-12,East,Groceries,2461.79,1167.61,Active,Kolkata,43,Basic,u1202@company.com,user_1202,2024-04-12 08:48:26,S020
U1673,2024-04-02,South,Toys,4221.61,1146.24,Active,Bangalore,52,Standard,u1673@gmail.com,user_1673,2024-04-02 03:49:51,S011
U1000,2024-06-23,East,Office Supplies,3183.88,804.73,,Bangalore,53,Standard,u1000@gmail.com,user_1000,2024-06-23 10:17:07,S007
U1450,2025-04-15,South,Office Supplies,2686.32,1223.23,Active,Chennai,19,Free,u1450@yahoo.com,user_1450,2025-04-15 16:33:48,S024
U1514,2024-01-20,West,Toys,4684.1,47.76,Inactive,Delhi,60,Free,u1514@outlook.com,user_1514,2024-01-20 01:31:55,S001
U1472,2025-03-13,South,Clothing,2466.17,728.15,,Mumbai,64,Standard,u1472@outlook.com,user_1472,2025-03-13 02:37:22,S008
U1068,2024-01-06,North,Toys,978.99,1080.09,Pending,Mumbai,54,Free,u1068@gmail.com,user_1068,2024-01-06 17:56:14,S012
U1545,2025-03-20,West,Groceries,1043.21,488.34,Pending,Hyderabad,41,Standard,u1545@gmail.com,user_1545,2025-03-20 13:17:52,S010
U1114,2024-03-07,South,Groceries,2694.66,348.13,Pending,Delhi,24,Premium,u1114@gmail.com,user_1114,2024-03-07 18:03:52,S013
U1139,2024-01-30,North,Office Supplies,3310.42,1706.52,,Pune,18,Premium,u1139@outlook.com,user_1139,2024-01-30 13:57:23,S022
U1068,2024-11-27,South,Groceries,1482.14,1887.24,Inactive,Delhi,15,Standard,u1068@outlook.com,user_1068,2024-11-27 21:39:27,S020
U1603,2025-03-16,North,Electronics,1821.94,123.75,Pending,Bangalore,49,Standard,u1603@outlook.com,user_1603,2025-03-16 16:21:40,S017
U1799,2024-09-02,West,Electronics,3125.85,626.04,Inactive,Mumbai,32,Free,,user_1799,2024-09-02 17:30:09,S024
U1660,2025-01-02,West,Clothing,1415.61,1898.53,,Mumbai,28,Premium,,user_1660,2025-01-02 04:50:36,S007
U1819,2024-01-31,South,Groceries,4305.22,1105.79,,Bangalore,16,Basic,,user_1819,2024-01-31 04:10:07,S008
U1110,2024-02-16,West,Toys,4607.58,1822.24,,Kolkata,42,Standard,u1110@yahoo.com,user_1110,2024-02-16 23:49:37,S017
U1674,2024-07-03,West,Groceries,747.5,1619.24,Inactive,Mumbai,26,Premium,u1674@gmail.com,,2024-07-03 05:39:16,S018
U1305,2024-12-28,West,Electronics,1781.12,810.12,Active,Mumbai,46,Basic,u1305@yahoo.com,user_1305,2024-12-28 15:00:09,S025
U1762,2024-11-13,North,Electronics,892.0,805.53,,Mumbai,56,Premium,u1762@yahoo.com,user_1762,2024-11-13 21:44:29,S022
U1641,2025-01-15,South,Electronics,4231.47,317.49,Active,Mumbai,38,Basic,u1641@gmail.com,user_1641,2025-01-15 19:38:42,S020
U1108,2025-03-04,South,Electronics,1430.57,850.29,Active,Mumbai,57,Standard,u1108@yahoo.com,user_1108,2025-03-04 04:07:01,S006
U1171,2024-09-01,East,Toys,3693.51,1279.79,,Mumbai,16,Free,u1171@company.com,user_1171,2024-09-01 14:40:45,S004
U1264,2024-06-22,North,Toys,1322.61,858.63,Inactive,Delhi,63,Standard,u1264@gmail.com,user_1264,2024-06-22 04:55:07,S001
U1429,2025-04-09,South,Electronics,1848.72,539.18,,Chennai,39,Free,,user_1429,2025-04-09 17:37:53,S008
U1779,2024-11-24,East,Furniture,2268.68,239.45,,Kolkata,40,Free,u1779@company.com,user_1779,2024-11-24 00:24:17,S008
U1314,2024-04-16,East,Groceries,4916.42,1922.76,Inactive,Chennai,20,Premium,u1314@company.com,user_1314,2024-04-16 11:29:47,S003
U1340,2025-01-21,South,Office Supplies,4354.53,485.22,,Delhi,64,Free,,user_1340,2025-01-21 22:58:51,S013
U1683,2024-02-26,West,Office Supplies,2149.46,1693.72,,Mumbai,31,Standard,u1683@gmail.com,user_1683,2024-02-26 02:54:14,S001
U1564,2025-05-05,East,Office Supplies,3630.48,998.23,Inactive,Chennai,42,Free,u1564@yahoo.com,,2025-05-05 01:01:49,S007
U1611,2025-03-19,East,Clothing,378.83,1630.16,Pending,Mumbai,35,Basic,u1611@company.com,user_1611,2025-03-19 02:00:08,S021
U1687,2024-02-25,South,Toys,2770.84,144.05,Active,Mumbai,52,Free,u1687@outlook.com,user_1687,2024-02-25 20:15:06,S010
U1006,2024-11-03,East,Furniture,4285.82,,Pending,Lucknow,47,Basic,u1006@company.com,user_1006,2024-11-03 04:16:23,S019
U1080,2024-05-10,North,Electronics,633.74,1206.96,Pending,Mumbai,33,Standard,u1080@outlook.com,user_1080,2024-05-10 05:18:04,S018
U1266,2025-01-06,North,Clothing,721.55,1146.73,Active,Delhi,54,Premium,u1266@company.com,user_1266,2025-01-06 21:35:15,S024
U1609,2024-03-27,North,Groceries,1914.56,1628.24,Active,Chennai,42,Standard,,user_1609,2024-03-27 06:21:49,S016
U1754,2024-05-16,East,Electronics,675.16,1758.54,Active,Bangalore,54,Premium,,user_1754,2024-05-16 02:33:15,S014
U1444,2024-11-28,West,Furniture,3982.23,797.66,Inactive,Mumbai,17,Free,u1444@yahoo.com,user_1444,2024-11-28 02:15:10,S016
U1124,2024-05-12,North,Office Supplies,3637.55,1729.55,Pending,Bangalore,45,Premium,,user_1124,2024-05-12 07:13:20,S023
U1117,2024-05-19,North,Toys,3755.95,145.79,Inactive,Chennai,43,Basic,u1117@outlook.com,user_1117,2024-05-19 05:53:01,S020
U1657,2025-02-09,East,Groceries,4123.09,902.51,Active,Kolkata,31,Basic,u1657@gmail.com,user_1657,2025-02-09 22:14:30,S002
U1734,2024-10-22,South,Electronics,1544.53,1772.64,Inactive,Bangalore,28,Basic,,user_1734,2024-10-22 03:04:51,S015
U1687,2024-02-19,West,Groceries,1234.83,753.61,Inactive,Bangalore,46,Premium,u1687@gmail.com,user_1687,2024-02-19 00:11:45,S019
U1774,2025-03-06,South,Toys,1517.24,1213.27,,Mumbai,48,Standard,u1774@outlook.com,user_1774,2025-03-06 20:36:15,S005
U1309,2024-01-05,West,Electronics,3759.02,1600.51,Pending,Delhi,49,Premium,u1309@yahoo.com,user_1309,2024-01-05 02:04:26,S018
U1552,2024-06-15,North,Electronics,4606.15,1003.84,Inactive,Lucknow,35,Basic,,user_1552,2024-06-15 16:21:41,S023
U1657,2024-03-02,West,Furniture,4760.71,1158.38,Active,Delhi,55,Premium,u1657@gmail.com,user_1657,2024-03-02 02:22:25,S013
U1076,2024-12-29,East,Clothing,2816.66,119.79,Pending,Delhi,56,Standard,u1076@yahoo.com,user_1076,2024-12-29 08:18:59,S025
U1612,2024-09-24,North,Office Supplies,533.46,1547.4,Pending,Delhi,21,Standard,u1612@gmail.com,user_1612,2024-09-24 00:57:49,S016
U1690,2024-07-30,South,Office Supplies,1212.12,,Pending,Bangalore,48,Standard,u1690@outlook.com,user_1690,2024-07-30 13:42:27,S008
U1873,2024-03-16,South,Furniture,4498.46,184.7,Pending,Chennai,60,Premium,u1873@outlook.com,user_1873,2024-03-16 05:45:45,S023
U1782,2024-10-05,North,Toys,3727.49,831.68,Active,Mumbai,33,Premium,u1782@company.com,user_1782,2024-10-05 19:31:12,S011
U1719,2025-04-09,North,Office Supplies,1294.45,393.24,Active,Kolkata,63,Basic,u1719@company.com,user_1719,2025-04-09 18:48:33,S020
U1028,2024-01-15,North,Furniture,3415.8,,Active,Pune,57,Basic,u1028@gmail.com,user_1028,2024-01-15 03:52:20,S011
U1379,2024-07-24,East,Furniture,843.59,196.36,Inactive,Delhi,15,Premium,u1379@gmail.com,user_1379,2024-07-24 04:29:31,S022
U1116,2024-01-22,South,Electronics,1387.98,607.82,Active,Mumbai,54,Free,u1116@company.com,user_1116,2024-01-22 01:14:13,S013
U1046,2024-08-02,North,Office Supplies,2127.06,860.06,Pending,Bangalore,18,Basic,u1046@outlook.com,user_1046,2024-08-02 14:27:47,S019
U1402,2024-02-22,South,Furniture,4699.99,1458.94,,Jaipur,48,Basic,u1402@gmail.com,user_1402,2024-02-22 04:32:07,S021
U1164,2024-03-09,North,Electronics,2016.53,1071.74,Active,Ahmedabad,27,Basic,u1164@gmail.com,user_1164,2024-03-09 10:22:45,S006
U1350,2024-11-23,North,Furniture,4147.45,1287.66,Inactive,Chennai,33,Premium,u1350@gmail.com,,2024-11-23 11:58:57,S013
U1589,2024-09-04,North,Clothing,3112.29,1784.7,,Lucknow,31,Premium,,user_1589,2024-09-04 06:21:56,S025
U1887,2024-04-10,South,Clothing,2020.74,1319.82,Inactive,Delhi,30,Free,u1887@outlook.com,,2024-04-10 23:41:25,S025
U1640,2024-01-13,North,Clothing,1134.65,1052.29,Pending,Kolkata,58,Premium,u1640@company.com,user_1640,2024-01-13 12:34:01,S021
U1757,2024-05-23,West,Groceries,3740.01,204.39,Inactive,Hyderabad,36,Free,u1757@outlook.com,,2024-05-23 08:50:28,S016
U1685,2024-04-16,West,Clothing,4004.99,1513.97,Active,Pune,54,Premium,u1685@gmail.com,user_1685,2024-04-16 05:40:07,S007
U1139,2025-06-01,North,Furniture,2437.85,75.68,,Hyderabad,31,Standard,u1139@outlook.com,user_1139,2025-06-01 15:49:21,S008
U1821,2024-08-10,West,Groceries,509.01,48.87,Pending,Hyderabad,25,Free,,user_1821,2024-08-10 18:57:23,S019
U1841,2024-12-09,South,Electronics,1362.8,144.91,Pending,Pune,61,Premium,,user_1841,2024-12-09 13:10:56,S014
U1592,2025-01-16,South,Groceries,1927.57,1299.75,Pending,Delhi,57,Premium,u1592@gmail.com,user_1592,2025-01-16 18:59:00,S002
U1793,2024-01-25,North,Furniture,2190.15,269.25,Inactive,Bangalore,15,Free,u1793@gmail.com,user_1793,2024-01-25 00:02:06,S003
U1337,2025-02-03,East,Clothing,1129.14,436.08,Pending,Delhi,31,Premium,u1337@outlook.com,user_1337,2025-02-03 03:20:34,S014
U1023,2024-10-17,South,Furniture,1907.66,763.07,Active,Mumbai,28,Basic,u1023@outlook.com,user_1023,2024-10-17 05:49:49,S024
U1278,2025-03-29,South,Clothing,3055.03,438.98,Active,Delhi,22,Standard,u1278@company.com,user_1278,2025-03-29 09:02:14,S013
U1784,2024-10-18,North,Electronics,189.33,,Pending,Delhi,62,Premium,u1784@outlook.com,user_1784,2024-10-18 13:22:22,S014
U1879,2024-03-26,North,Groceries,4389.99,386.15,Active,Bangalore,22,Premium,u1879@yahoo.com,user_1879,2024-03-26 10:26:23,S004
U1574,2024-01-06,North,Furniture,4998.81,1556.24,,Mumbai,43,Standard,u1574@company.com,user_1574,2024-01-06 04:05:22,S019
U1681,2024-05-20,North,Toys,2796.29,1350.28,Active,Chennai,47,Premium,u1681@company.com,user_1681,2024-05-20 19:43:39,S004
U1098,2024-05-06,East,Groceries,4510.82,709.55,Active,Mumbai,62,Standard,u1098@outlook.com,user_1098,2024-05-06 16:49:46,S020
U1535,2025-03-22,North,Furniture,3948.86,1500.45,,Mumbai,49,Standard,u1535@yahoo.com,user_1535,2025-03-22 23:24:01,S024
U1382,2025-02-19,South,Groceries,1253.88,606.95,Active,Chennai,56,Premium,u1382@company.com,user_1382,2025-02-19 15:03:40,S001
U1768,2025-02-06,West,Toys,235.5,1757.9,,Bangalore,49,Premium,u1768@yahoo.com,user_1768,2025-02-06 09:51:49,S021
U1199,2024-01-02,East,Furniture,4882.0,891.21,Active,Delhi,48,Free,u1199@outlook.com,,2024-01-02 14:01:51,S006
U1333,2025-06-12,South,Toys,2996.39,1455.67,Inactive,Lucknow,45,Standard,u1333@outlook.com,user_1333,2025-06-12 11:53:47,S011
U1676,2024-03-16,East,Office Supplies,2667.64,1220.79,,Jaipur,44,Premium,u1676@outlook.com,user_1676,2024-03-16 08:59:21,S004
U1775,2025-01-14,South,Toys,3007.41,233.11,Inactive,Ahmedabad,17,Premium,u1775@company.com,,2025-01-14 14:22:58,S016
U1067,2024-11-20,East,Electronics,1314.83,85.42,Pending,Chennai,53,Free,u1067@company.com,user_1067,2024-11-20 16:31:40,S008
U1779,2025-06-05,East,Office Supplies,838.15,292.63,,Jaipur,59,Free,u1779@gmail.com,user_1779,2025-06-05 10:34:52,S009
U1856,2025-04-07,South,Clothing,1393.97,368.04,Pending,Jaipur,22,Basic,u1856@company.com,user_1856,2025-04-07 09:47:37,S008
U1325,2024-05-06,East,Groceries,1100.94,470.72,Pending,Delhi,63,Premium,u1325@outlook.com,user_1325,2024-05-06 21:19:06,S013
U1067,2024-05-09,North,Groceries,3183.73,657.12,Pending,Bangalore,53,Free,u1067@gmail.com,user_1067,2024-05-09 20:56:49,S018
U1339,2024-04-02,North,Office Supplies,1054.88,433.89,Active,Delhi,35,Free,u1339@yahoo.com,user_1339,2024-04-02 03:51:35,S006
U1452,2024-11-11,North,Clothing,1336.04,10.18,Inactive,Delhi,45,Premium,u1452@company.com,user_1452,2024-11-11 15:19:00,S025
U1821,2025-05-20,South,Electronics,4951.79,256.94,Inactive,Bangalore,52,Free,u1821@gmail.com,user_1821,2025-05-20 20:50:54,S019
U1535,2025-01-05,South,Clothing,4476.76,849.76,Inactive,Pune,53,Standard,u1535@gmail.com,user_1535,2025-01-05 13:51:04,S016
U1617,2024-06-27,West,Office Supplies,1849.77,1390.05,Inactive,Pune,29,Basic,u1617@company.com,user_1617,2024-06-27 11:02:30,S013
U1546,2024-08-13,East,Toys,1985.41,1095.99,Inactive,Delhi,65,Standard,u1546@gmail.com,user_1546,2024-08-13 17:09:07,S002
U1228,2024-10-13,West,Electronics,4543.82,,Inactive,Bangalore,20,Free,u1228@yahoo.com,user_1228,2024-10-13 03:33:12,S001
U1562,2024-07-28,East,Groceries,436.91,629.81,Inactive,Delhi,26,Basic,u1562@company.com,user_1562,2024-07-28 06:17:55,S016
U1337,2024-06-15,North,Office Supplies,841.0,333.66,Active,Delhi,50,Basic,u1337@company.com,user_1337,2024-06-15 07:22:58,S009
U1590,2024-03-04,North,Toys,4126.23,,Inactive,Chennai,30,Free,u1590@yahoo.com,user_1590,2024-03-04 13:56:59,S019
U1530,2025-06-21,South,Office Supplies,1647.86,365.05,Inactive,Mumbai,62,Basic,u1530@outlook.com,user_1530,2025-06-21 19:20:06,S012
U1529,2024-05-30,West,Clothing,905.75,1944.61,Inactive,Mumbai,42,Premium,u1529@company.com,user_1529,2024-05-30 20:09:53,S020
U1477,2024-03-29,South,Electronics,625.5,1461.81,Inactive,Delhi,55,Premium,u1477@gmail.com,user_1477,2024-03-29 11:29:05,S024
U1808,2024-08-31,North,Electronics,912.52,,,Bangalore,62,Premium,u1808@outlook.com,user_1808,2024-08-31 03:28:32,S008
U1863,2025-03-06,West,Electronics,3833.87,315.94,Active,Delhi,59,Basic,u1863@outlook.com,user_1863,2025-03-06 05:53:38,S018
U1445,2024-07-04,South,Clothing,3535.42,362.56,Active,Mumbai,43,Standard,u1445@gmail.com,user_1445,2024-07-04 00:16:58,S012
U1507,2024-06-23,South,Furniture,3757.52,804.82,Pending,Mumbai,33,Standard,u1507@outlook.com,user_1507,2024-06-23 05:09:18,S017
U1350,2024-09-09,South,Groceries,584.66,637.5,Pending,Hyderabad,52,Premium,u1350@company.com,user_1350,2024-09-09 12:00:10,S009
U1787,2024-02-10,North,Clothing,3597.29,1302.76,,Pune,21,Basic,u1787@gmail.com,user_1787,2024-02-10 11:26:42,S011
U1837,2024-07-21,South,Groceries,3546.06,1465.81,Active,Delhi,47,Premium,u1837@yahoo.com,user_1837,2024-07-21 17:36:12,S023
U1698,2024-01-21,South,Office Supplies,3990.62,1930.86,,Bangalore,29,Standard,u1698@gmail.com,user_1698,2024-01-21 19:28:43,S002
U1619,2025-01-01,North,Clothing,995.36,1601.58,Pending,Bangalore,47,Premium,u1619@gmail.com,,2025-01-01 13:25:54,S004
U1661,2024-06-13,North,Toys,3026.1,235.98,Inactive,Mumbai,34,Free,u1661@company.com,user_1661,2024-06-13 01:12:10,S009
U1550,2024-11-02,North,Groceries,165.04,1845.07,Inactive,Surat,36,Free,u1550@yahoo.com,user_1550,2024-11-02 02:34:24,S007
U1159,2024-03-27,South,Office Supplies,1185.31,891.89,Inactive,Mumbai,25,Premium,,user_1159,2024-03-27 10:55:30,S015
U1673,2024-06-07,East,Furniture,1637.05,960.14,,Bangalore,44,Free,u1673@yahoo.com,user_1673,2024-06-07 13:00:19,S004
U1562,2024-05-22,West,Furniture,1962.07,442.91,Pending,Delhi,56,Standard,u1562@company.com,,2024-05-22 17:39:49,S001
U1611,2025-06-20,East,Groceries,3771.66,672.96,Active,Ahmedabad,34,Basic,u1611@company.com,user_1611,2025-06-20 14:00:42,S005
U1539,2024-05-20,West,Groceries,543.66,228.97,Active,Kolkata,56,Premium,u1539@gmail.com,user_1539,2024-05-20 20:38:00,S001
U1423,2024-09-22,South,Toys,3892.13,1835.52,,Delhi,31,Free,u1423@yahoo.com,user_1423,2024-09-22 01:24:23,S021
U1376,2025-03-27,South,Office Supplies,3901.71,843.14,Inactive,Pune,53,Basic,u1376@gmail.com,user_1376,2025-03-27 11:35:59,S004
